gene	logFC_comp1	logCPM_comp1	LR_comp1	PValue_comp1	FDR_comp1	de_family_comp1	de_method_comp1	de_type_comp1	cell_type_comp1	perturbation	condition	logFC_comp2	logCPM_comp2	LR_comp2	PValue_comp2	FDR_comp2	de_family_comp2	de_method_comp2	de_type_comp2	cell_type_comp2	score	p	convergence	q_value
Hlcs	-0.931775801	6.30231722	8.639099996	0.003290239	0.380975078	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.005431861	4.540188273	0.001396226	0.970193093	0.999769217	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.145185598	0.038125	high	0.493846722
Hlf	0.219066919	6.563776043	0.659702693	0.416664923	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.452111884	5.930500112	14.96412252	0.000109575	0.004463171	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.167103757	0.033175	high	0.493846722
Hltf	-0.24832902	5.641153865	0.428808995	0.512573936	0.957894966	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.308156177	4.912198481	3.953470826	0.046774798	0.292459364	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.055314839	0.085775	low	0.493846722
Hmbox1	-0.031598507	7.181057125	0.019317141	0.889461118	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.055037387	6.897886777	0.294478877	0.587364553	0.83458566	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000284033	0.44375	low	0.497826903
Hmg20a	-0.073631815	6.92281275	0.103341191	0.747856329	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.227197395	6.541482083	4.656349419	0.030938905	0.24137829	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.026560667	0.14255	low	0.493846722
Hmgb1	-0.013201053	6.453631336	0.002584442	0.959455085	0.993351283	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.04946132	5.783826851	0.193074843	0.660369679	0.867224357	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000142195	0.45945	low	0.4982818
Hmgcll1	-0.137107849	7.477485055	0.458440294	0.498353807	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.051331792	7.254546711	0.226723906	0.633963715	0.8551462	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000772653	0.403375	low	0.497826903
Hmgcr	-0.393347221	7.126191855	2.227480238	0.135574788	0.837238646	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.186142718	6.541242177	1.96423146	0.161061494	0.511523557	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.021172296	0.15735	high	0.493846722
Hmgcs1	-0.596706869	6.156198479	2.88943836	0.089162003	0.785059006	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.466796839	5.8194607	6.128121069	0.013304819	0.145953931	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.183817992	0.02715	high	0.493846722
Hmgn3	-0.327004313	7.107834897	2.032573034	0.153959763	0.852543802	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.374409939	5.787378289	4.845193962	0.027723274	0.226863229	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.103502671	0.05415	low	0.493846722
Hmgxb3	0.417692439	6.169940398	2.396367944	0.121617324	0.805922097	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.033400431	5.374480166	0.094292534	0.758789411	0.913961384	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.009891657	0.22605	low	0.493846722
Hmox2	-0.59207275	5.916457512	2.417275542	0.120003478	0.805922097	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.089134837	4.95107692	0.599022858	0.438951093	0.745605244	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.02198364	0.161125	low	0.493846722
Hnrnpa1	0.157908482	6.030983898	0.258820943	0.610931342	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.047856588	5.097653137	0.183904583	0.668038956	0.870791362	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000564192	0.43535	high	0.497826903
Hnrnpa2b1	-0.080863513	8.049848854	0.217853304	0.640680483	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.099451057	7.599182115	0.864596862	0.352455482	0.693739775	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.002138314	0.3465	low	0.493846722
Hnrnpa3	-0.133710515	6.457855619	0.227715426	0.633223004	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.011788259	5.145757878	0.009747246	0.921354125	0.978900359	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000187204	0.470475	high	0.4982818
Hnrnpc	-0.124019318	6.555853623	0.231905006	0.630114879	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.10708589	6.160924861	0.71345754	0.398298376	0.716566027	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.001621106	0.371	high	0.493959375
Hnrnpd	0.010096815	5.899518464	0.001022193	0.974494574	0.995767795	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.269623592	5.720701291	3.974466357	0.046195089	0.290302061	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.0245285	0.1492	low	0.493846722
Hnrnpdl	0.043239082	7.07392363	0.039992075	0.841496076	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.185618764	6.659179257	1.571573877	0.209978596	0.561937499	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.005833104	0.275225	high	0.493846722
Hnrnpf	0.092810005	5.975984791	0.091950456	0.761712046	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.046697382	4.935343537	0.161029075	0.688210834	0.880523816	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000342085	0.433175	low	0.497826903
Hnrnph1	0.058514631	6.903431743	0.069197698	0.792508531	0.982987075	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.06154923	6.36138592	0.340111992	0.559764585	0.815819099	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.00051094	0.423675	low	0.497826903
Hnrnph3	-0.113296456	7.094674348	0.282903544	0.594804415	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.143917427	6.382360463	0.849594628	0.356667041	0.693739775	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.004233178	0.2959	low	0.493846722
Hnrnpk	-0.220425014	6.427565009	0.638277995	0.424335049	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.127659046	5.456922335	1.165405623	0.280347276	0.634742822	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.004643872	0.290325	high	0.493846722
Hnrnpl	-0.366114741	6.794819251	2.398902835	0.121420382	0.805922097	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.16709004	6.687389495	1.045184568	0.306618737	0.66151223	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.015089367	0.191425	high	0.493846722
Hnrnpll	0.026689678	6.949042473	0.015002661	0.902514648	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.26793467	7.406343539	3.69312861	0.054637041	0.315482571	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.024002631	0.151675	low	0.493846722
Hnrnpm	-0.064350231	6.801883501	0.086301152	0.76893322	0.978291829	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.133515886	6.08348735	0.91233454	0.339495754	0.693520072	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.002929543	0.32345	low	0.493846722
Hnrnpr	-0.110634622	6.978481862	0.235856852	0.627214661	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.010470849	6.318743914	0.009654882	0.921726429	0.979101864	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00013114	0.483275	high	0.4982818
Hnrnpu	-0.023820602	8.871201219	0.028369284	0.866243563	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.060968459	8.632397674	0.303303586	0.581818743	0.830472727	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000310376	0.43495	low	0.497826903
Hnrnpul1	0.480826514	5.962162842	2.778576183	0.095533064	0.796578447	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.252675062	5.353428776	3.741588593	0.053073963	0.310222338	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.066981988	0.0759	low	0.493846722
Homer1	0.186119705	9.376881563	0.609680909	0.434907979	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.217081803	10.34219333	0.243111857	0.621967547	0.853957059	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.004811738	0.287125	low	0.493846722
Homer2	-0.002426424	6.093942706	4.62339E-05	0.994574783	0.999019501	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.350737474	4.597148083	3.64209516	0.056335998	0.320924835	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.034614794	0.11625	high	0.493846722
Hook1	-0.24967835	7.460209416	1.667120345	0.196644685	0.892213389	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.13028859	6.805043434	0.85144779	0.356143087	0.693739775	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.007725485	0.24795	low	0.493846722
Hook2	0.317961626	6.010316416	1.081284535	0.298410374	0.936642512	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.269833539	4.697895613	5.006748828	0.025248682	0.215983511	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.043983843	0.09815	high	0.493846722
Hook3	-0.380543196	7.370625502	3.717923763	0.053831269	0.748088215	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.091988312	7.207871162	0.823422231	0.364181482	0.693739775	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.014204005	0.1979	high	0.493846722
Hp1bp3	0.024923906	6.669014248	0.009310199	0.923131913	0.990115581	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.241293527	6.287722153	5.406203184	0.020065313	0.187718462	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.028914661	0.136025	low	0.493846722
Hpca	0.025449789	5.94252572	0.005853193	0.93901641	0.991280353	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.281877372	5.364141702	4.583358036	0.032283889	0.247326007	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.03153325	0.1279	low	0.493846722
Hprt	-0.192910487	6.191859345	0.414355733	0.519766946	0.957894966	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.044291997	5.740732004	0.141908162	0.706391362	0.890767265	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000752468	0.417725	high	0.497826903
Hps4	0.067780058	6.135339187	0.055048001	0.814501276	0.983617758	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.031243699	5.591711902	0.071094107	0.789750372	0.925607378	pseudobulk	edgeR	LRT	Deep_layer_neurons	7.71595E-05	0.491	high	0.499006243
Hs2st1	-0.000826516	7.841164308	1.66018E-05	0.996749002	0.999019501	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.286703771	7.416192988	6.716419666	0.009552921	0.121439598	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.044988879	0.098375	high	0.493846722
Hs3st2	-0.089510788	7.794164234	0.206386978	0.649614113	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-1.01858683	8.561143547	36.52537034	1.50692E-09	3.08815E-07	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.538357724	0.004	high	0.4132975
Hs3st4	-0.045526688	10.22176767	0.021751429	0.882750278	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.340315604	11.79482525	11.06399783	0.000880202	0.023223252	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.089498628	0.060075	high	0.493846722
Hs3st5	-0.605151594	7.103963411	3.706421986	0.054203467	0.748088215	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.288079561	8.128354374	2.17857126	0.139944323	0.47967073	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.059397903	0.0784	high	0.493846722
Hs6st2	-0.378640262	7.590413198	3.271077972	0.070511277	0.755057825	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.501091497	7.222318061	13.65031159	0.000220205	0.007871741	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.239553595	0.02	high	0.49100405
Hs6st3	-0.212458149	10.41710967	1.096643782	0.295003836	0.936642512	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.654324795	8.917091937	16.23970005	5.58122E-05	0.00259011	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.345265433	0.0113	low	0.463511215
Hsd17b12	-0.156414532	6.200053454	0.308216691	0.578776562	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.327781583	5.705212951	3.168497515	0.075071478	0.374530228	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.030555864	0.128425	high	0.493846722
Hsd17b4	0.026143192	6.164427811	0.008059923	0.928464367	0.990115581	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.070955429	5.224956476	0.228849778	0.632378016	0.8551462	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000257595	0.460225	high	0.4982818
Hsf1	-0.338833965	5.979991344	1.140487122	0.28554942	0.933012722	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.164684193	5.438472147	1.579019048	0.208902048	0.560562083	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.011445445	0.21165	high	0.493846722
Hsf2	0.220359502	6.145549242	0.649763302	0.420197318	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.139735792	5.332957377	1.539613659	0.21467532	0.567975706	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.006125243	0.26745	high	0.493846722
Hsp90aa1	-0.228766268	6.969169982	0.866532821	0.351916962	0.949079405	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.329580278	6.150138607	3.168096306	0.075089923	0.374530228	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.03354335	0.11915	high	0.493846722
Hsp90ab1	-0.205139185	8.117842207	1.20043811	0.273234132	0.931575079	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.421929081	8.081110503	6.459803693	0.011034183	0.133233044	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.100124138	0.053325	high	0.493846722
Hsp90b1	0.158185939	7.006815943	0.304174177	0.581277343	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.442550562	6.321394954	14.01959304	0.000180916	0.006730401	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.185028512	0.032475	low	0.493846722
Hspa12a	-0.102024978	7.638138472	0.283924312	0.594140544	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.070195743	6.736842166	0.324904887	0.56867479	0.821096764	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000899103	0.39185	low	0.49774306
Hspa4	-0.592584392	7.251987985	6.829419397	0.008966841	0.606738035	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.087771783	6.746182746	0.501453511	0.478862157	0.774176845	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.041874492	0.1034	high	0.493846722
Hspa4l	0.20058956	7.260609418	0.95078884	0.329518586	0.941981374	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.103793478	6.591968301	0.771919795	0.379623803	0.700452176	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.004142007	0.296	low	0.493846722
Hspa5	0.224102948	6.632885016	0.400271679	0.526948984	0.959908978	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.700590799	5.804318293	16.3931842	5.147E-05	0.002427667	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.382609566	0.009025	low	0.44658075
Hspa8	0.133688848	7.901792678	0.599411327	0.43880272	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.01666413	7.315883044	0.006310355	0.936684451	0.98611028	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000274461	0.462525	high	0.4982818
Hspa9	-0.318949456	6.372352579	1.160084251	0.281448068	0.933012722	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.102905447	5.224172482	0.715156531	0.397737265	0.71650578	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.006023756	0.26825	low	0.493846722
Hsph1	-0.296157008	6.503310504	1.185610623	0.276216737	0.932734953	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.287415548	6.304425964	2.00993765	0.15627174	0.504086147	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.021316096	0.157925	high	0.493846722
Htr1f	-0.106416281	8.922607651	0.269727868	0.603514379	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.055627869	8.930931664	0.163019967	0.68639119	0.87928498	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000523177	0.41745	low	0.497826903
Htr2c	-0.0232021	6.768059693	0.003174561	0.955068373	0.9933083	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.258229414	6.772413686	1.503219757	0.220176614	0.574811485	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.010687432	0.22015	low	0.493846722
Htr4	-0.182276088	7.37737423	0.673489098	0.411837787	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.090144053	5.60478053	0.135136052	0.713165132	0.894082986	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.00147226	0.37065	low	0.493959375
Htt	-0.072629525	7.458851649	0.141356815	0.706935863	0.971868829	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.133641392	7.123635285	1.742382555	0.186837224	0.550274163	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00344358	0.313625	high	0.493846722
Huwe1	-0.233739791	8.328302423	2.38408743	0.122576453	0.807107197	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.16384857	8.037576013	2.523588228	0.112155118	0.452503642	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.013128036	0.199425	high	0.493846722
Iars	-0.756563067	6.089579534	5.173487254	0.022934132	0.662740697	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.154201933	5.266086615	1.400651273	0.236614557	0.594650729	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.067738861	0.07495	low	0.493846722
Iars2	0.143797715	6.102505794	0.239493611	0.624572095	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.11779626	5.321924551	0.865356913	0.352243927	0.693739775	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.002239262	0.34905	high	0.493846722
Ica1	-0.089986112	8.351123781	0.399900844	0.527140469	0.959908978	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.228708233	7.853211265	2.755936283	0.096894078	0.422635968	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.017372958	0.1782	low	0.493846722
Ica1l	-0.325833163	5.805802413	0.793059952	0.373176464	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.182130976	5.568566206	1.505552399	0.219819007	0.574682829	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.011132823	0.2195	high	0.493846722
Icam5	-0.233842086	6.612483324	0.719375753	0.39634875	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.508057465	6.750695017	17.4850003	2.89583E-05	0.001503052	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.204118689	0.025425	high	0.493846722
Ice1	0.196500591	6.740131332	0.815175803	0.366594434	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.342554964	6.521110845	3.930449271	0.047419274	0.294493749	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.057435088	0.087025	low	0.493846722
Ide	0.122245657	6.422548994	0.205449356	0.650357777	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.638725451	6.1021585	34.41695499	4.44831E-09	8.26135E-07	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.26959704	0.01695	high	0.49100405
Idh3a	0.013697677	6.276904191	0.002482094	0.960265339	0.993351283	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.071066611	5.127069948	0.398566127	0.527830699	0.797527207	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00036277	0.454925	high	0.4982818
Idh3b	0.300532145	7.04093767	2.02614401	0.154612452	0.852543802	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.105020011	5.913884008	0.720175025	0.396086504	0.715266653	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.006976291	0.256425	high	0.493846722
Idh3g	-0.105296687	5.887602424	0.095571052	0.757210712	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.053304616	4.965881286	0.218597712	0.640110475	0.85612165	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000355735	0.450875	high	0.498274762
Iffo1	-0.270556748	6.199321683	0.673114691	0.411967787	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.218444591	5.504973249	3.732836475	0.053352719	0.311107647	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.023047455	0.1531	high	0.493846722
Ifrd1	-0.096538566	6.38402375	0.116402269	0.73296976	0.977467935	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.09559675	5.720844805	0.421257699	0.516310143	0.791751046	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.00143433	0.3678	low	0.493959375
Ift172	0.004781916	5.981747518	0.000242389	0.987578348	0.999019501	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.16581394	5.156628611	1.742302026	0.186847409	0.550274163	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00472211	0.291625	high	0.493846722
Ift20	-0.233031596	6.180513092	0.644633371	0.42203795	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.2808155	5.084832448	2.685220438	0.101283209	0.429793724	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.033306249	0.123725	low	0.493846722
Ift43	0.259369088	5.851361596	0.59069488	0.442150539	0.951689519	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.151819045	4.959973392	1.720039871	0.189687913	0.554303757	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.011162997	0.217025	low	0.493846722
Ift57	0.055159773	6.53269619	0.046848011	0.828641662	0.983617758	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.07082803	6.435169622	0.380976448	0.537081121	0.801625692	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000650856	0.408725	low	0.497826903
Ift74	-0.58040621	5.785686125	2.639986021	0.104204461	0.80056802	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.036547568	5.107291042	0.093960083	0.759201834	0.914133921	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.016613232	0.184125	high	0.493846722
Ift80	0.022153742	5.806423648	0.004622695	0.945793271	0.991280353	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.125289123	5.436717425	1.244826742	0.264542847	0.619702096	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.002280316	0.345775	high	0.493846722
